date,close
2023-07-19,19983.69161393117
2023-07-20,20084.407188651865
2023-07-21,20185.5287577046
2023-07-22,20287.69486019095
2023-07-23,20389.80246429502
2023-07-24,20487.047125559104
2023-07-25,20585.171475479274
2023-07-26,20686.20154601369
2023-07-27,20787.229117915515
2023-07-28,20888.259213288125
2023-07-29,20995.964676269436
2023-07-30,21097.10645729082
2023-07-31,21199.377588571184
2023-08-01,21301.28559209817
2023-08-02,21402.588374600782
2023-08-03,21501.957836111502
2023-08-04,21603.475774552488
2023-08-05,21701.930124123413
2023-08-06,21801.456486909934
2023-08-07,21900.485759814277
2023-08-08,22000.64950809305
2023-08-09,22105.278825226396
2023-08-10,22201.544294841213
2023-08-11,22302.91681522196
2023-08-12,22399.69138347958
2023-08-13,22498.747519748
2023-08-14,22600.925420941938
2023-08-15,22701.05398098013
2023-08-16,22798.898491424272
2023-08-17,22897.467884005753
2023-08-18,22998.827079503622
2023-08-19,23097.36634624019
2023-08-20,23197.799263419354
2023-08-21,23297.890407099163
2023-08-22,23396.58720640395
2023-08-23,23500.8750945826
2023-08-24,23602.142932627237
2023-08-25,23698.092647453923
2023-08-26,23798.46555608346
2023-08-27,23897.141983153924
2023-08-28,23998.846849823516
2023-08-29,24097.26180834665
2023-08-30,24197.03233546372
2023-08-31,24298.04231002168
2023-09-01,24399.77382041002
2023-09-02,24497.37322759591
2023-09-03,24596.704225124227
2023-09-04,24695.754334501904
2023-09-05,24794.447676036758
2023-09-06,24897.97858451732
2023-09-07,24998.788547939243
2023-09-08,25096.26678003057
2023-09-09,25198.10250392468
2023-09-10,25302.346816318706
2023-09-11,25404.411746839807
2023-09-12,25501.3730069079
2023-09-13,25600.404538762166
2023-09-14,25702.93836106054
2023-09-15,25801.523022129302
2023-09-16,25902.410660985595
2023-09-17,26003.959929092453
2023-09-18,26102.106068149296
2023-09-19,26201.98701743717
2023-09-20,26295.504482757035
2023-09-21,26393.455707474364
2023-09-22,26492.95057117158
2023-09-23,26590.45500480765
2023-09-24,26693.719827415513
2023-09-25,26790.85954465959
2023-09-26,26889.979455686196
2023-09-27,26990.240936840768
2023-09-28,27093.1234834189
2023-09-29,27190.25175911654
2023-09-30,27292.57808662085
2023-10-01,27392.59855274289
2023-10-02,27490.635535440793
2023-10-03,27591.55974238932
2023-10-04,27691.957861780465
2023-10-05,27790.757428026147
2023-10-06,27890.897032196128
2023-10-07,27990.126405002404
2023-10-08,28090.353439692906
2023-10-09,28191.67770104195
2023-10-10,28294.84973467424
2023-10-11,28392.374103676586
2023-10-12,28496.640170425897
2023-10-13,28592.735994826853
2023-10-14,28692.432424636783
2023-10-15,28793.60905904975
2023-10-16,28894.171042785223
2023-10-17,28992.92564374558
2023-10-18,29092.509399244867
2023-10-19,29191.52339737555
2023-10-20,29290.34466786166
2023-10-21,29392.043872055703
2023-10-22,29492.757903027632
2023-10-23,29591.372083837112
2023-10-24,29693.171283587977
2023-10-25,29793.78588262973
2023-10-26,29895.41160686741
2023-10-27,29996.670864551255
2023-10-28,30095.01287452941
2023-10-29,30193.892512449016
2023-10-30,30295.387099659263
2023-10-31,30396.60784019013
2023-11-01,30496.5660370022
2023-11-02,30596.800691768818
2023-11-03,30699.356021560394
2023-11-04,30798.172878782723
2023-11-05,30899.267073545063
2023-11-06,30998.862688240195
2023-11-07,31098.42732583374
2023-11-08,31200.624879537718
2023-11-09,31302.275712235692
2023-11-10,31403.902731507693
2023-11-11,31506.513689122003
2023-11-12,31606.55569680527
2023-11-13,31707.91960274786
2023-11-14,31807.299069234676
2023-11-15,31907.94740193965
2023-11-16,32007.687115830915
2023-11-17,32107.8811077609
2023-11-18,32209.071421811772
2023-11-19,32307.434980445305
2023-11-20,32411.619754996675
2023-11-21,32509.607720233675
2023-11-22,32607.179343008098
2023-11-23,32709.4955647551
2023-11-24,32811.07889014303
2023-11-25,32912.327129777135
2023-11-26,33013.58382079566
2023-11-27,33113.55932724997
2023-11-28,33211.764818507
2023-11-29,33311.916427623386
2023-11-30,33410.56210420036
2023-12-01,33512.5123436672
2023-12-02,33612.218228904196
2023-12-03,33710.567234510614
2023-12-04,33809.92446282731
2023-12-05,33910.75032573586
2023-12-06,34009.62287663025
2023-12-07,34107.97843583912
2023-12-08,34208.4658102621
2023-12-09,34308.95574340432
2023-12-10,34407.94185705358
2023-12-11,34506.99978044234
2023-12-12,34607.46388031705
2023-12-13,34704.56771163406
2023-12-14,34801.75278408531
2023-12-15,34900.3158956428
2023-12-16,34999.889001339376
2023-12-17,35100.510816470574
2023-12-18,35203.461528904474
2023-12-19,35305.17684815088
2023-12-20,35404.85697109095
2023-12-21,35504.81893867515
2023-12-22,35602.81387994587
2023-12-23,35702.77685367388
2023-12-24,35802.19953639604
2023-12-25,35902.844973516716
2023-12-26,36001.19051162961
2023-12-27,36102.22920465809
2023-12-28,36205.2946824841
2023-12-29,36305.07716218718
2023-12-30,36405.88058563138
2023-12-31,36507.2608736148
